Date,Open,High,Low,Close,Adj Close,Volume
2021-08-04,79.260002,79.470001,77.820000,78.250000,76.441628,4194400
2021-08-05,78.769997,79.379997,78.400002,78.900002,77.076607,4135100
2021-08-06,78.970001,79.250000,78.300003,78.629997,76.812836,2877400
2021-08-09,78.769997,78.930000,78.029999,78.339996,76.529533,2563700
2021-08-10,78.550003,78.769997,77.989998,78.730003,76.910530,2740600
2021-08-11,78.580002,79.339996,78.580002,79.099998,77.271980,4239100
2021-08-12,79.599998,79.639999,78.779999,78.790001,76.969147,3595500
2021-08-13,78.739998,79.580002,78.680000,79.440002,77.604126,3521600
2021-08-16,79.489998,80.150002,79.489998,79.779999,77.936272,6098900
2021-08-17,79.540001,80.720001,79.519997,80.029999,78.180496,3356600
2021-08-18,79.839996,79.889999,78.120003,78.160004,76.353706,3654100
2021-08-19,78.190002,79.279999,78.190002,78.970001,77.144989,3527800
2021-08-20,79.120003,79.430000,78.559998,78.800003,76.978912,3026100
2021-08-23,78.730003,78.980003,78.330002,78.379997,76.568611,3163400
2021-08-24,78.000000,78.290001,77.660004,77.669998,75.875023,2923000
2021-08-25,77.500000,77.830002,76.989998,77.650002,75.855492,3636600
2021-08-26,77.669998,77.790001,77.050003,77.309998,75.523346,2317300
2021-08-27,77.309998,77.809998,77.209999,77.440002,75.650345,2294200
2021-08-30,77.629997,77.940002,77.449997,77.650002,75.855492,1960800
2021-08-31,77.650002,78.279999,77.519997,77.949997,76.148560,3786900
2021-09-01,77.839996,78.470001,77.830002,78.330002,76.519775,2658000
2021-09-02,78.330002,78.559998,78.089996,78.519997,76.705383,2549700
2021-09-03,78.400002,78.449997,77.769997,77.910004,76.109482,3030200
2021-09-07,77.900002,77.949997,76.830002,76.900002,75.122826,3246400
2021-09-08,76.610001,77.860001,76.599998,77.779999,75.982491,3863900
2021-09-09,78.070000,78.220001,77.230003,77.300003,75.513580,3956900
2021-09-10,77.470001,77.470001,76.790001,77.040001,75.259590,3360100
2021-09-13,77.339996,78.180000,77.160004,77.379997,75.591728,3371400
2021-09-14,77.379997,77.589996,77.089996,77.300003,75.513580,2950600
2021-09-15,77.480003,77.839996,77.080002,77.209999,75.425659,3662100
2021-09-16,77.129997,77.250000,75.860001,76.470001,74.702766,4170600
2021-09-17,76.260002,76.949997,76.169998,76.230003,74.468307,7334200
2021-09-20,77.019997,77.230003,75.690002,76.169998,74.409698,4942500
2021-09-21,76.279999,77.110001,76.260002,76.389999,74.624611,4247500
2021-09-22,76.760002,77.040001,76.250000,76.430000,74.663681,2811500
2021-09-23,76.730003,76.910004,76.309998,76.669998,74.898140,2393100
2021-09-24,76.599998,76.949997,76.500000,76.629997,74.859062,2214000
2021-09-27,76.500000,76.660004,75.919998,76.010002,74.253395,2899700
2021-09-28,75.620003,76.160004,75.410004,75.820000,74.067787,4949500
2021-09-29,75.820000,77.360001,75.690002,77.080002,75.298660,4094300
2021-09-30,77.120003,77.290001,75.580002,75.580002,73.833336,4178800
2021-10-01,75.849998,76.019997,75.070000,75.580002,73.833336,3473400
2021-10-04,75.510002,75.930000,74.610001,75.059998,73.325348,3943600
2021-10-05,75.000000,75.080002,74.370003,74.419998,72.700142,4915400
2021-10-06,74.070000,75.190002,74.010002,75.099998,73.364426,4052700
2021-10-07,75.529999,76.410004,75.519997,75.589996,73.843094,3642200
2021-10-08,75.540001,75.889999,75.309998,75.589996,73.843094,3327900
2021-10-11,75.900002,76.160004,75.570000,75.800003,74.048248,3742400
2021-10-12,75.650002,76.199997,75.400002,75.669998,73.921257,2788900
2021-10-13,75.750000,76.220001,75.080002,76.070000,74.312004,3684000
2021-10-14,76.209999,76.809998,76.000000,76.599998,74.829750,3739000
2021-10-15,76.660004,76.989998,76.000000,76.250000,74.487846,4076000
2021-10-18,75.930000,76.010002,75.169998,75.279999,73.540260,4331000
2021-10-19,74.699997,74.900002,74.290001,74.779999,73.051826,5206800
2021-10-20,74.570000,75.629997,74.519997,75.099998,73.808578,5317600
2021-10-21,75.430000,75.599998,74.830002,74.889999,73.602188,4370500
2021-10-22,74.809998,75.690002,74.580002,75.500000,74.201691,7665400
2021-10-25,75.019997,75.349998,74.199997,75.139999,73.847885,6205900
2021-10-26,75.440002,76.190002,75.230003,76.160004,74.850349,5400200
2021-10-27,76.309998,76.610001,75.610001,75.900002,74.594818,4583100
2021-10-28,75.900002,76.910004,75.699997,76.879997,75.557961,4849900
2021-10-29,77.029999,77.449997,75.669998,76.190002,74.879829,6683300
2021-11-01,75.989998,76.599998,75.669998,75.949997,74.643959,4008000
2021-11-02,75.790001,76.610001,75.570000,76.269997,74.958450,4132200
2021-11-03,76.320000,77.290001,75.959999,77.269997,75.941261,3916000
2021-11-04,76.889999,77.529999,76.870003,77.290001,75.960922,3407000
2021-11-05,77.550003,77.949997,77.080002,77.839996,76.501457,3560300
2021-11-08,77.849998,77.949997,77.010002,77.739998,76.403175,3335900
2021-11-09,77.870003,78.180000,77.489998,78.050003,76.707855,3854900
2021-11-10,77.940002,78.529999,77.589996,78.480003,77.130455,3263500
2021-11-11,78.389999,78.430000,77.839996,77.989998,76.648880,2788500
2021-11-12,77.919998,78.459999,77.660004,78.029999,76.688194,3057200
2021-11-15,78.250000,78.349998,77.879997,78.300003,76.953552,3263900
2021-11-16,78.500000,78.779999,77.839996,77.879997,76.540764,3140500
2021-11-17,77.769997,77.779999,77.169998,77.580002,76.245934,3144600
2021-11-18,77.489998,77.550003,76.169998,76.389999,75.076385,3416600
2021-11-19,76.470001,77.660004,76.470001,77.199997,75.872459,3978200
2021-11-22,77.410004,78.309998,77.300003,77.559998,76.226273,3601000
2021-11-23,77.690002,78.180000,77.239998,77.930000,76.589905,2941800
2021-11-24,78.070000,78.160004,77.370003,77.760002,76.422836,2350400
2021-11-26,77.779999,78.599998,76.959999,77.059998,75.734871,2439900
2021-11-29,77.080002,78.080002,76.940002,77.709999,76.373695,3923000
2021-11-30,77.139999,77.400002,75.010002,75.019997,73.729942,8702400
2021-12-01,75.500000,76.529999,75.320000,75.389999,74.093590,3716700
2021-12-02,75.720001,76.269997,75.370003,75.480003,74.182045,4665300
2021-12-03,76.019997,76.779999,75.440002,76.769997,75.449860,5206200
2021-12-06,77.290001,79.080002,77.160004,78.580002,77.228737,6525000
2021-12-07,78.250000,78.820000,77.669998,77.809998,76.471970,3952500
2021-12-08,77.389999,77.970001,76.769997,77.760002,76.422836,4311200
2021-12-09,77.669998,78.300003,77.309998,78.000000,76.658707,2928500
2021-12-10,78.500000,79.599998,78.190002,79.470001,78.103432,4294500
2021-12-13,79.279999,81.250000,79.279999,81.139999,79.744705,5950900
2021-12-14,81.199997,82.339996,81.070000,82.129997,80.717682,7682500
2021-12-15,81.930000,83.220001,81.820000,82.760002,81.336853,6124500
2021-12-16,82.709999,84.059998,82.489998,83.949997,82.506386,5237600
2021-12-17,83.580002,84.269997,82.239998,82.480003,81.061668,10299800
2021-12-20,82.089996,82.849998,81.820000,82.519997,81.100983,5162300
2021-12-21,82.309998,82.739998,81.769997,82.089996,80.678368,4630800
2021-12-22,82.180000,82.550003,81.889999,82.459999,81.042015,3373000
2021-12-23,82.470001,83.010002,82.209999,82.790001,81.366341,3936400
2021-12-27,83.000000,84.050003,82.889999,83.910004,82.467079,3189600
2021-12-28,83.900002,84.669998,83.830002,84.459999,83.007622,2201000
2021-12-29,84.589996,85.089996,84.250000,84.910004,83.449883,2628900
2021-12-30,85.099998,85.180000,84.489998,84.589996,83.135384,2772000
2021-12-31,84.589996,85.400002,84.589996,85.339996,83.872482,2940200
2022-01-03,84.550003,84.800003,83.489998,84.589996,83.135384,5327000
2022-01-04,84.430000,85.290001,84.180000,84.870003,83.410576,4405100
2022-01-05,84.709999,85.610001,84.709999,85.220001,83.754555,4445900
2022-01-06,84.980003,85.610001,84.160004,84.660004,83.204185,4154800
2022-01-07,84.779999,84.930000,84.110001,84.440002,82.987961,2818200
2022-01-10,84.290001,84.510002,83.290001,83.709999,82.270515,4138000
2022-01-11,83.419998,83.559998,82.430000,83.169998,81.739799,3562400
2022-01-12,83.019997,83.320000,82.550003,82.870003,81.444962,5112700
2022-01-13,82.809998,82.839996,81.970001,82.540001,81.120636,6698400
2022-01-14,82.610001,83.620003,82.040001,83.449997,82.014984,4431900
2022-01-18,82.779999,83.169998,81.980003,83.120003,81.690659,6746200
2022-01-19,83.629997,85.040001,83.500000,84.059998,82.614494,5614600
2022-01-20,83.900002,84.650002,83.239998,83.290001,81.857742,6377000
2022-01-21,83.610001,84.699997,83.099998,83.669998,82.677895,5690900
2022-01-24,84.180000,84.750000,82.239998,83.669998,82.677895,7339800
2022-01-25,83.190002,83.320000,81.489998,81.739998,80.770782,7643300
2022-01-26,79.930000,81.720001,79.589996,81.389999,80.424927,7455000
2022-01-27,81.959999,83.610001,81.599998,82.699997,81.719398,6242100
2022-01-28,81.959999,83.169998,80.529999,83.050003,82.065254,5987300
2022-01-31,82.239998,82.900002,81.550003,82.449997,81.472359,6372200
2022-02-01,82.750000,82.949997,81.519997,81.919998,80.948647,5174700
2022-02-02,82.059998,83.029999,81.820000,82.800003,81.818222,6814700
2022-02-03,82.779999,83.269997,82.379997,82.730003,81.749046,4292100
2022-02-04,82.209999,82.389999,80.809998,81.120003,80.158142,5173100
2022-02-07,81.470001,81.730003,80.370003,81.120003,80.158142,3502800
2022-02-08,81.300003,81.529999,80.839996,80.919998,79.960503,4014100
2022-02-09,81.099998,81.360001,80.309998,80.870003,79.911102,3757200
2022-02-10,80.379997,80.709999,79.430000,79.720001,78.774734,3728300
2022-02-11,80.059998,80.230003,79.389999,79.529999,78.586990,5658400
2022-02-14,79.559998,79.940002,78.010002,79.260002,78.320190,5624200
2022-02-15,79.660004,79.940002,78.199997,78.580002,77.648254,4422000
2022-02-16,78.639999,79.019997,77.379997,78.339996,77.411095,3825700
2022-02-17,78.150002,79.349998,77.879997,79.150002,78.211494,3840700
2022-02-18,79.309998,79.650002,78.940002,79.550003,78.606750,3351800
2022-02-22,79.360001,79.800003,78.550003,78.849998,77.915047,4752300
2022-02-23,79.220001,79.519997,78.540001,78.639999,77.707542,3703600
2022-02-24,78.139999,78.419998,75.459999,75.580002,74.683823,7890900
2022-02-25,76.029999,78.349998,75.970001,78.139999,77.213470,5249900
2022-02-28,77.129997,77.330002,76.139999,76.949997,76.037575,4801100
2022-03-01,77.000000,77.180000,75.730003,76.040001,75.138374,3966500
2022-03-02,75.970001,77.029999,75.769997,76.699997,75.790535,3952800
2022-03-03,76.820000,77.919998,76.820000,77.400002,76.482239,3884400
2022-03-04,76.699997,77.510002,76.389999,77.360001,76.442719,3670900
2022-03-07,76.910004,77.239998,75.860001,76.680000,75.770782,4298600
2022-03-08,76.769997,77.059998,74.779999,74.870003,73.982246,5263700
2022-03-09,76.180000,76.639999,75.440002,75.540001,74.644302,7013200
2022-03-10,75.150002,75.379997,73.339996,73.839996,72.964447,6384200
2022-03-11,74.209999,75.180000,73.699997,73.769997,72.895287,4278900
2022-03-14,74.309998,75.269997,73.790001,73.959999,73.083031,4080800
2022-03-15,74.800003,75.739998,74.519997,75.489998,74.594887,4319400
2022-03-16,75.529999,75.900002,74.440002,75.150002,74.258926,4519900
2022-03-17,75.160004,75.430000,74.610001,75.129997,74.239151,4187800
2022-03-18,75.389999,75.400002,72.199997,72.199997,71.343895,14746300
2022-03-21,73.599998,74.199997,72.860001,74.150002,73.270782,10092700
2022-03-22,74.379997,74.690002,73.470001,74.500000,73.616631,4958700
2022-03-23,74.699997,74.910004,73.540001,73.629997,72.756943,3875900
2022-03-24,73.660004,74.010002,73.169998,73.650002,72.776711,3539500
2022-03-25,73.910004,75.059998,73.779999,74.779999,73.893311,4401000
2022-03-28,74.839996,75.419998,74.839996,75.389999,74.496078,3646200
2022-03-29,76.139999,76.790001,75.750000,76.199997,75.296471,4651500
2022-03-30,75.550003,76.379997,75.389999,76.360001,75.454575,4191400
2022-03-31,76.199997,76.379997,75.379997,75.830002,74.930855,7711400
2022-04-01,75.870003,76.440002,75.110001,76.419998,75.513855,6464700
2022-04-04,75.820000,76.629997,74.879997,76.589996,75.681839,4791900
2022-04-05,76.279999,77.809998,76.279999,77.449997,76.531647,4398500
2022-04-06,77.180000,78.879997,76.720001,78.809998,77.875519,9991400
2022-04-07,78.870003,80.620003,78.610001,80.419998,79.466438,8557200
2022-04-08,80.430000,80.559998,79.820000,80.250000,79.298447,6428000
2022-04-11,80.370003,80.830002,79.959999,80.440002,79.486198,9495700
2022-04-12,80.190002,81.220001,80.089996,81.000000,80.039551,6488300
2022-04-13,81.000000,81.360001,80.830002,80.989998,80.029671,4481200
2022-04-14,81.360001,81.470001,80.870003,80.940002,79.980270,7663700
2022-04-18,80.860001,81.180000,79.720001,80.010002,79.061295,5230900
2022-04-19,79.849998,80.879997,79.800003,80.610001,79.654182,4644600
2022-04-20,80.239998,81.800003,80.220001,81.529999,81.035751,8789900
2022-04-21,81.599998,82.519997,81.489998,82.099998,81.602295,4661100
2022-04-22,83.000000,83.389999,81.010002,81.099998,80.608360,6136800
2022-04-25,81.480003,82.160004,80.059998,81.809998,81.314056,5778300
2022-04-26,81.930000,82.370003,80.440002,80.519997,80.031876,4716400
2022-04-27,80.279999,81.699997,80.199997,80.690002,80.200844,4415500
2022-04-28,80.870003,81.529999,80.260002,81.220001,80.727631,5400200
2022-04-29,77.739998,77.949997,76.180000,77.050003,76.582916,14943400
2022-05-02,77.070000,77.370003,74.209999,75.180000,74.724251,7133000
2022-05-03,74.870003,75.459999,73.930000,74.489998,74.038429,6073200
2022-05-04,74.470001,77.550003,74.300003,77.000000,76.533211,8806000
2022-05-05,76.489998,76.870003,75.559998,76.089996,75.628731,5056300
2022-05-06,76.070000,77.059998,75.769997,76.839996,76.374184,5379600
2022-05-09,76.349998,78.440002,76.059998,77.669998,77.199150,5666800
2022-05-10,77.660004,77.989998,76.379997,76.669998,76.205215,6030700
2022-05-11,76.809998,78.059998,76.500000,76.750000,76.284729,5555500
2022-05-12,77.419998,77.879997,76.720001,77.550003,77.079880,5244700
2022-05-13,77.849998,78.440002,76.980003,78.400002,77.924728,5068600
2022-05-16,78.139999,79.239998,77.610001,78.730003,78.252731,3981100
2022-05-17,78.510002,78.889999,77.449997,78.769997,78.292480,4017100
2022-05-18,78.279999,78.470001,75.510002,75.709999,75.251030,4590300
2022-05-19,74.669998,75.360001,73.919998,75.120003,74.664612,5477100
2022-05-20,75.379997,75.629997,73.870003,75.129997,74.674545,6937200
2022-05-23,75.580002,76.779999,75.370003,76.519997,76.056122,3754700
2022-05-24,76.639999,78.300003,76.360001,78.120003,77.646431,3539700
2022-05-25,77.309998,77.930000,76.870003,77.489998,77.020241,3733900
2022-05-26,78.389999,78.709999,77.580002,78.160004,77.686188,4139100
2022-05-27,78.389999,79.070000,78.139999,78.860001,78.381943,2742300
